İlçe,Mahalle,Oda Sayısı,m^2,Bina Yaşı,Kat,Fiyat
 Pursaklar , Yunus Emre,4,125,11,3,17000
 Çankaya , Barbaros,3,90,40,1,30000
 Mamak , Harman,3,80,20,4,13000
 Sincan , Andiçen,4,125,11,1,18500
 Keçiören , Köşk,4,135,25,3,24500
 Pursaklar , Saray Fatih,4,140,11,1,15000
 Gölbaşı , İncek,4,155,2,2,30000
 Çankaya , Muhsin Ertuğrul,3,90,30,1,27000
 Çankaya , Mimar Sinan,4,130,13,3,26000
 Mamak , Türközü,4,125,13,6,18000
 Keçiören , Şehit Kubilay,4,170,12,3,25999
 Keçiören , Kuşcağız,4,120,25,0,16500
 Etimesgut , Piyade,4,130,17,2,17000
 Polatlı , Şehitlik,4,120,25,2,9000
 Gölbaşı , Taşpınar,2,45,1,0,22000
 Yenimahalle , Karşıyaka,4,110,5,0,20000
 Mamak , Şahintepe,4,115,15,-1,13000
 Etimesgut , Şeker,5,120,12,-2,26000
 Keçiören , Aşağı Eğlence,4,125,25,2,20999
 Keçiören , Etlik,4,115,16,0,14000
 Etimesgut , Göksu,4,129,16,6,31000
 Keçiören , Bağlarbaşı,4,120,22,3,15500
 Çankaya , Alacaatlı,5,180,15,8,40000
 Altındağ , Baraj,4,140,10,4,13000
 Sincan , Alcı,4,160,1,7,8000
 Çankaya , Şehit Cengiz Karaca,4,115,27,0,19750
 Sincan , Akşemsettin,3,95,21,1,10800
 Sincan , Mareşal Çakmak,4,140,8,3,21000
 Çankaya , Harbiye,4,120,30,1,24000
 Yenimahalle , Ergazi,4,120,26,1,23500
 Mamak , Şahap Gürler,4,110,8,1,14500
 Keçiören , Osmangazi,4,110,20,6,15000
 Altındağ , Yıldıztepe,4,125,10,2,22000
 Çankaya , Cebeci,4,110,30,3,19000
 Mamak , General Zeki Doğan,3,90,21,3,18000
 Çankaya , Şehit Cengiz Karaca,4,120,25,1,20000
 Altındağ , Örnek,3,72,39,3,8000
 Çankaya , Oğuzlar,4,110,30,2,23000
 Yenimahalle , İlkyerleşim,4,130,11,1,25250
 Keçiören , Kamil Ocak,4,145,11,1,17500
 Mamak , Aşık Veysel,4,125,20,2,17000
 Çankaya , Şehit Cevdet Özdemir,3,80,21,1,19000
 Çankaya , İleri,4,125,40,6,26500
 Gölbaşı , Kızılcaşar,2,60,10,3,22000
 Çankaya , Sokullu Mehmet Paşa,4,110,31,0,21000
 Keçiören , Ayvalı,3,85,0,3,28000
 Mamak , Şahintepe,4,125,15,1,19000
 Sincan , 29 Ekim,4,130,4,2,16500
 Yenimahalle , Turgut Özal,5,170,8,5,35000
 Keçiören , Şenyuva,4,116,10,7,15000
 Çankaya , Ayrancı,4,120,50,0,28000
 Keçiören , Pınarbaşı,4,125,25,3,15000
 Yenimahalle , Kentkoop,4,120,8,3,21000
 Çankaya , Söğütözü,4,115,26,1,29000
 Çankaya , Şehit Cevdet Özdemir,3,90,30,1,20000
 Keçiören , Tepebaşı,4,120,30,1,15000
 Pursaklar , Merkez,5,140,4,1,23500
 Altındağ , Aydınlıkevler,3,75,40,1,13000
 Çankaya , Bahçelievler,2,60,35,0,9000
 Altındağ , Zübeyde Hanım,4,125,20,3,30000
 Mamak , Zirvekent,2,50,5,1,10500
 Çankaya , Çamlıtepe,3,90,30,3,20000
 Sincan , Alcı,4,145,0,3,12000
 Polatlı , Şentepe,5,150,0,0,18500
 Çankaya , Yukarı Bahçelievler,4,140,35,1,30000
 Çankaya , Yukarı Dikmen,2,80,10,1,40000
 Etimesgut , Elvan,4,120,15,1,15500
 Pursaklar , Saray Cumhuriyet,4,121,15,1,15500
 Altındağ , Karapürçek,4,110,12,1,15500
 Polatlı , Cumhuriyet,4,130,25,1,14000
 Çankaya , Metin Akkuş,4,125,25,2,25000
 Etimesgut , Piyade,4,145,15,6,37000
 Mamak , Tuzluçayır,4,115,21,1,13500
 Çankaya , Harbiye,4,120,30,0,20000
 Gölbaşı , Kızılcaşar,2,45,0,3,19750
 Çubuk , Esenboğa Merkez,2,54,5,8,13500
 Çankaya , Aydınlar,5,175,22,3,33000
 Etimesgut , Topçu,4,110,20,2,20000
 Gölbaşı , Taşpınar,2,65,0,1,23500
 Çankaya , Koru,2,65,16,0,28000
 Etimesgut , Turkuaz,3,100,15,8,17000
 Etimesgut , Şeyh Şamil,4,130,16,2,23400
 Pursaklar , Tevfik İleri,4,125,21,3,16500
 Sincan , Ulubatlı Hasan,4,110,25,2,18000
 Altındağ , Feridun Çelik,4,150,4,5,21000
 Çankaya , Sokullu Mehmet Paşa,4,110,30,3,23000
 Mamak , Mutlu,4,110,15,1,15000
 Çankaya , Alacaatlı,3,59,5,4,26000
 Çankaya , Cebeci,3,90,0,1,26000
 Yenimahalle , Yeşilevler,4,130,16,1,16000
 Mamak , Şahintepe,2,50,2,1,17250
 Çankaya , Keklik Pınarı,3,90,10,1,22500
 Gölbaşı , İncek,2,55,0,3,19250
 Etimesgut , İstasyon,4,115,25,6,15900
 Etimesgut , Devlet,4,100,45,2,19000
 Etimesgut , Süvari,3,85,15,1,12000
 Mamak , Cengizhan,4,115,14,2,15500
 Yenimahalle , Demetevler,4,115,35,4,24500
 Keçiören , Köşk,4,125,15,1,14000
 Etimesgut , Topçu,2,80,0,3,25000
 Altındağ , Aydınlıkevler,3,100,25,1,16000
 Mamak , Durali Alıç,4,150,10,1,26000
 Gölbaşı , İncek,3,110,0,3,30000
 Pursaklar , Merkez,4,120,25,3,14500
 Altındağ , Aydınlıkevler,3,105,40,1,16500
 Çankaya , Mürsel Uluç,5,176,16,6,27000
 Yenimahalle , Batı Sitesi,2,60,0,4,20500
 Çankaya , Barbaros,3,120,30,4,31000
 Mamak , Zirvekent,3,80,11,1,10000
 Keçiören , Etlik,5,170,30,3,21000
 Çankaya , Seyranbağları,4,130,25,-2,21000
 Mamak , Kazım Orbay,4,110,20,3,13750
 Çankaya , Üniversiteler,2,45,0,6,30000
 Altındağ , Hacettepe,4,125,30,3,30000
 Çankaya , Fakülteler,4,120,30,0,15000
 Keçiören , Şefkat,4,125,25,1,18500
 Keçiören , Pınarbaşı,4,105,15,0,13000
 Çankaya , Mürsel Uluç,4,140,5,3,25000
 Sincan , Pınarbaşı,4,120,16,3,15000
 Mamak , Kazım Orbay,4,130,25,4,14500
 Keçiören , Kavacık Subayevleri,4,110,35,2,16000
 Etimesgut , Yukarıyurtçu,3,94,13,0,14500
 Çankaya , Ehlibeyt,4,120,30,3,26000
 Çankaya , Ayrancı,4,120,25,3,35000
 Etimesgut , Piyade,4,120,15,1,16500
 Çankaya , Metin Oktay,2,60,0,-2,27000
 Mamak , Bahçeleriçi,4,115,12,3,14000
 Etimesgut , Atayurt,4,137,12,1,18500
 Çankaya , Emek,2,75,7,-1,25000
 Çubuk , Esenboğa Merkez,2,50,0,2,10000
 Çankaya , Kazım Özalp,2,80,4,1,29000
 Polatlı , Şehitlik,4,150,7,1,17000
 Mamak , Fahri Korutürk,4,140,5,-1,20000
 Altındağ , Aydınlıkevler,4,120,25,2,20000
 Sincan , Mustafa Kemal,4,160,13,3,15000
 Çubuk , Esenboğa Merkez,2,50,0,1,11000
 Altındağ , Karapürçek,4,120,35,1,15000
 Çankaya , Çamlıtepe,3,90,35,1,19000
 Çubuk , Yıldırım Beyazıt,4,125,11,1,14500
 Keçiören , Basınevleri,3,100,25,-1,18000
 Sincan , Pınarbaşı,2,85,22,1,13000
 Yenimahalle , İlkyerleşim,5,165,15,4,32000
 Gölbaşı , Seğmenler,3,85,4,2,22000
 Etimesgut , Piyade,4,125,18,3,17000
 Çankaya , Yukarı Bahçelievler,4,130,35,3,30000
 Keçiören , Aşağı Eğlence,4,125,30,3,22000
 Mamak , Başak,4,120,0,1,14000
 Sincan , Alcı,4,155,5,1,11000
 Yenimahalle , Yunus Emre,5,170,18,6,24000
 Keçiören , Aktepe,4,120,18,3,18000
 Keçiören , Kanuni,4,121,5,1,17800
 Keçiören , Atapark,4,120,7,1,17500
 Etimesgut , Süvari,4,120,8,3,19500
 Keçiören , Ayvalı,4,125,20,0,20500
 Sincan , 29 Ekim,4,95,0,1,15500
 Beypazarı , Hacıkara,4,135,12,5,15000
 Çubuk , Yavuzselim,4,130,6,3,15000
 Etimesgut , Alsancak,4,120,18,1,18000
 Mamak , Aşık Veysel,3,115,35,1,18000
 Yenimahalle , Ragıp Tüzün,3,90,35,2,17500
 Etimesgut , Eryaman,4,140,20,3,28000
 Altındağ , Örnek,4,100,30,3,15000
 Pursaklar , Yunus Emre,4,120,20,1,15000
 Pursaklar , Saray Fatih,4,100,20,3,14000
 Gölbaşı , İncek,2,85,0,3,18000
 Etimesgut , Piyade,4,120,18,1,16500
 Gölbaşı , Seğmenler,3,100,5,1,18000
 Altındağ , Örnek,4,110,25,6,20000
 Kahramankazan , Atatürk,4,160,5,1,19500
 Sincan , Plevne,4,125,15,6,15000
 Altındağ , Yıldıztepe,4,170,7,4,26000
 Sincan , Mareşal Çakmak,4,110,21,4,13750
 Etimesgut , Ayyıldız,4,140,18,1,22000
 Etimesgut , Topçu,3,90,0,1,21000
 Çankaya , Tınaztepe,4,130,26,3,21000
 Gölbaşı , Bahçelievler,3,120,20,6,20000
 Keçiören , Ayvalı,4,138,20,3,24750
 Keçiören , İncirli,4,125,18,-1,14000
 Gölbaşı , Gaziosmanpaşa,4,120,25,4,20000
 Çankaya , Ayrancı,3,120,50,6,25000
 Gölbaşı , Kızılcaşar,3,165,0,1,39900
 Mamak , Durali Alıç,4,115,11,1,16250
 Yenimahalle , Güventepe,4,135,0,2,24500
 Etimesgut , Alsancak,3,90,11,2,15500
 Sincan , Menderes,4,140,4,3,30000
 Çankaya , Yaşamkent,2,50,1,2,19000
 Keçiören , Yeşiltepe,4,105,15,5,23000
 Polatlı , İstiklal,4,165,0,6,18999
 Pursaklar , Fatih,5,185,4,7,34000
 Keçiören , Şenlik,4,110,30,0,15500
 Yenimahalle , Ata,4,135,20,2,20500
 Keçiören , Yeşiltepe,5,120,15,0,15900
 Keçiören , Yayla,4,110,20,1,20000
 Mamak , Harman,3,110,5,2,15000
 Yenimahalle , Tepealtı,4,120,20,3,20000
 Yenimahalle , Yeniçağ,4,125,20,1,20500
 Yenimahalle , Uğur Mumcu,4,110,35,0,34000
 Çankaya , Emek,4,90,50,2,22000
 Mamak , Cengizhan,4,135,15,1,18500
 Yenimahalle , Kentkoop,4,115,27,2,28000
 Mamak , Bostancık,4,115,0,0,12000
 Keçiören , Sancaktepe,4,145,5,2,18500
 Keçiören , Şehit Kubilay,4,120,5,2,21000
 Keçiören , Ayvalı,4,125,20,1,19999
 Yenimahalle , Demetevler,3,120,25,5,14500
 Mamak , Diriliş,2,95,4,7,20000
 Çankaya , Birlik,4,130,18,1,29500
 Çankaya , Anıttepe,4,135,31,4,30000
 Çankaya , Karapınar,4,140,19,1,25000
 Çankaya , Umut,4,115,28,1,17500
 Yenimahalle , Turgut Özal,5,140,15,6,28500
 Sincan , Alcı,4,155,2,4,9000
 Çankaya , Eti,3,68,28,6,16000
 Çankaya , Gökkuşağı,4,110,15,2,23500
 Altındağ , Örnek,4,110,30,3,15000
 Mamak , Harman,4,125,20,1,17000
 Çankaya , Kazım Özalp,3,99,50,1,27500
 Çankaya , Emek,4,125,40,3,35000
 Yenimahalle , Ata,4,135,15,6,30000
 Çubuk , Dumlupınar,3,59,0,0,10000
 Çankaya , Cevizlidere,4,145,17,3,28000
 Etimesgut , Topçu,4,105,15,0,13500
 Mamak , Hürel,3,115,15,1,25000
 Çankaya , Güzeltepe,3,95,35,0,20000
 Keçiören , Kuşcağız,4,125,11,1,25000
 Yenimahalle , Yunus Emre,4,100,35,0,17000
 Keçiören , Tepebaşı,3,100,30,3,16500
 Çankaya , Fakülteler,4,110,33,4,21000
 Çankaya , Dodurga,2,55,0,6,21000
 Gölbaşı , Taşpınar,2,60,0,0,22000
 Keçiören , Tepebaşı,4,128,35,3,14750
 Çankaya , 100. Yıl,2,60,30,0,19500
 Sincan , 29 Ekim,4,125,16,2,16000
 Çankaya , Emek,3,110,7,0,27000
 Çankaya , Remzi Oğuz Arık,4,120,45,1,28000
 Çankaya , Maltepe,4,110,0,1,35000
 Yenimahalle , Varlık,3,74,22,1,17000
 Keçiören , Etlik,4,110,19,1,17500
 Gölbaşı , İncek,2,50,0,0,16000
 Çankaya , Harbiye,3,100,35,1,25000
 Keçiören , Yakacık,4,140,17,2,20000
 Çankaya , Birlik,4,120,30,2,30000
 Mamak , General Zeki Doğan,4,130,0,1,25000
 Mamak , Boğaziçi,4,110,10,-1,17000
 Çankaya , Birlik,4,135,21,2,27500
 Çankaya , Aşıkpaşa,4,130,18,1,20000
 Gölbaşı , Taşpınar,4,100,0,2,33000
 Keçiören , Karşıyaka,4,130,5,2,13000
 Mamak , Boğaziçi,4,130,2,4,29000
 Sincan , Pınarbaşı,4,145,4,2,27000
 Çankaya , Naci Çakır,4,120,25,1,24500
 Sincan , Selçuklu,4,125,20,6,18000
 Mamak , Saimekadın,4,110,24,2,13000
 Çankaya , Ayrancı,4,130,30,3,20000
 Gölbaşı , Kızılcaşar,2,50,0,1,19500
 Etimesgut , Piyade,3,105,12,0,13000
 Keçiören , Hasköy,4,125,25,3,17500
 Çankaya , Mürsel Uluç,4,115,25,1,15000
 Pursaklar , Saray Cumhuriyet,4,140,15,3,15000
 Çankaya , Şehit Cevdet Özdemir,2,60,8,1,30000
 Çankaya , Alacaatlı,3,110,5,4,37000
 Çankaya , Tınaztepe,2,55,50,0,17500
 Çankaya , Huzur,4,120,26,6,25000
 Yenimahalle , Pamuklar,5,180,0,7,35000
 Çankaya , Yaşamkent,3,57,1,1,20500
 Mamak , Akdere,4,100,40,1,13000
 Keçiören , Tepebaşı,4,130,30,-1,15000
 Etimesgut , Şeyh Şamil,4,138,16,1,20000
 Yenimahalle , Yunus Emre,4,110,24,1,19000
 Gölbaşı , İncek,3,80,2,3,30500
 Çankaya , Göktürk,4,115,24,3,28000
 Çankaya , Çukurambar,2,84,1,8,42000
 Çankaya , Kavaklıdere,4,140,45,5,33000
 Çankaya , Konutkent,2,68,6,3,28000
 Keçiören , Esertepe,4,110,20,-1,17000
 Yenimahalle , Demetevler,4,130,16,3,17000
 Mamak , Kazım Orbay,4,110,20,3,14000
 Çankaya , Mürsel Uluç,2,90,7,4,21500
 Sincan , Selçuklu,4,120,25,6,15500
 Çankaya , Öveçler,4,120,20,1,35000
 Mamak , Kutlu,4,115,5,1,16000
 Yenimahalle , İnönü,4,125,26,3,20000
 Çankaya , Emek,3,80,30,1,17000
 Polatlı , İstiklal,4,125,2,1,15000
 Polatlı , Cumhuriyet,4,135,25,3,13000
 Çankaya , Aşıkpaşa,3,110,15,1,30000
 Çankaya , İleri,3,100,30,-3,20500
 Çankaya , Bahçelievler,3,99,40,2,27000
 Etimesgut , Topçu,4,115,25,3,18000
 Çankaya , Emek,3,75,40,3,24000
 Çankaya , Gaziosmanpaşa,3,95,30,0,22000
 Mamak , Akdere,4,128,15,-2,16000
 Polatlı , Gülveren,4,140,18,6,11000
 Polatlı , Gazi,4,140,25,1,10500
 Yenimahalle , Demetlale,4,125,35,6,16000
 Polatlı , Zafer,4,140,25,4,10250
 Yenimahalle , Serhat,4,120,17,1,23750
 Yenimahalle , Turgut Özal,4,140,11,6,30000
 Çankaya , Mürsel Uluç,4,145,18,4,25000
 Etimesgut , Bağlıca,5,170,5,4,42000
 Çankaya , Ehlibeyt,4,120,30,3,26000
 Yenimahalle , Kentkoop,4,145,24,1,22000
 Altındağ , Hacettepe,4,165,39,4,20000
 Çankaya , İşçi Blokları,3,100,35,3,35000
 Polatlı , Cumhuriyet,4,145,25,0,21000
 Etimesgut , Devlet,4,120,3,3,37000
 Yenimahalle , Demetlale,4,125,30,1,18000
 Çankaya , Keklik Pınarı,3,95,6,0,18000
 Çankaya , Sağlık,3,85,25,2,24000
 Altındağ , Baraj,5,140,10,5,13000
 Çankaya , Anıttepe,3,85,31,0,18000
 Keçiören , Kavacık Subayevleri,4,115,35,1,22000
 Çankaya , Alacaatlı,3,85,4,2,35000
 Keçiören , Köşk,4,110,30,3,15000
 Etimesgut , Süvari,4,115,18,3,17000
 Çankaya , Alacaatlı,2,70,0,3,27000
 Keçiören , İncirli,4,130,22,-2,15000
 Keçiören , Sancaktepe,4,110,16,1,20750
 Çankaya , Cevizlidere,4,135,15,2,29900
 Keçiören , Yayla,4,145,18,4,21500
 Sincan , Ertuğrulgazi,4,125,16,3,18000
 Yenimahalle , Yunus Emre,4,127,18,1,25000
 Çankaya , Remzi Oğuz Arık,4,140,35,3,43000
 Keçiören , Çaldıran,3,115,25,1,12500
 Sincan , 29 Ekim,4,130,11,1,14500
 Keçiören , Atapark,4,125,5,1,15500
 Keçiören , Osmangazi,4,100,15,-1,13500
 Keçiören , Basınevleri,4,125,28,1,19999
 Yenimahalle , Yakacık,4,158,5,5,15000
 Çankaya , Koru,4,125,25,1,35500
 Çankaya , Fakülteler,4,130,25,0,22500
 Polatlı , Şehitlik,4,135,10,1,20000
 Sincan , Malazgirt,4,130,18,6,16500
 Pursaklar , Ayyıldız,4,125,18,2,25000
 Çubuk , Yavuzselim,4,150,6,3,14000
 Keçiören , Tepebaşı,3,95,30,2,17500
 Keçiören , Şenlik,4,130,27,1,20000
 Altındağ , Güneşevler,5,175,10,3,35750
 Mamak , Durali Alıç,4,145,5,2,22000
 Kahramankazan , Atatürk,5,175,5,2,23400
 Etimesgut , İstasyon,5,175,10,1,35000
 Etimesgut , Göksu,4,120,20,7,27500
 Altındağ , Baraj,4,130,12,0,16000
 Çankaya , Kültür,3,85,31,3,22000
 Keçiören , Etlik,4,135,17,3,23000
 Sincan , Osmanlı,4,130,21,4,14500
 Pursaklar , Saray Fatih,4,130,20,1,18500
 Yenimahalle , Beştepe,4,125,25,1,35000
 Keçiören , Şenlik,4,135,40,6,20000
 Etimesgut , Elvan,3,100,14,3,22500
 Sincan , Saraycık,4,123,4,3,21000
 Çankaya , Alacaatlı,3,90,4,8,29500
 Mamak , Kıbrısköy,4,125,16,2,14500
 Keçiören , Sancaktepe,4,135,6,5,23000
 Çankaya , 100. Yıl,4,95,35,0,20000
 Sincan , Gazi Osmanpaşa,4,110,30,6,16000
 Etimesgut , İstasyon,4,145,13,2,30000
 Çankaya , Aşağı Öveçler,4,170,19,1,26750
 Yenimahalle , Demetgül,4,120,35,4,18500
 Çankaya , Beytepe,2,45,0,6,30000
 Yenimahalle , Burç,4,140,12,5,21000
 Pursaklar , Merkez,4,133,12,1,18000
 Çankaya , Kavaklıdere,4,135,31,4,21000
 Keçiören , Ayvalı,4,130,12,1,19000
 Sincan , Fatih,4,125,30,4,16000
 Gölbaşı , Taşpınar,2,50,0,1,22500
 Keçiören , Esertepe,5,180,1,4,40000
 Yenimahalle , Esentepe,4,110,25,6,18000
 Keçiören , Aşağı Eğlence,4,125,15,-1,21750
 Yenimahalle , İlkyerleşim,3,100,25,1,20000
 Yenimahalle , Burç,2,70,7,-2,16500
 Mamak , Bahçelerüstü,4,130,17,1,15000
 Yenimahalle , Barıştepe,4,140,16,6,23000
 Keçiören , İncirli,4,110,20,0,20000
 Mamak , Zirvekent,2,60,10,2,10000
 Keçiören , İncirli,4,110,30,0,14000
 Çankaya , Birlik,5,165,16,1,36500
 Keçiören , Ayvalı,5,185,0,7,32500
 Altındağ , Beşikkaya,3,100,15,-1,12000
 Keçiören , Tepebaşı,4,121,37,0,14750
 Mamak , Yeşilbayır,4,115,26,0,13500
 Yenimahalle , Ergazi,4,120,25,1,23500
 Sincan , Hürriyet,2,55,10,1,7000
 Çankaya , Büyükesat,4,130,31,1,32000
 Çankaya , Zafertepe,3,95,0,-1,22500
 Çankaya , Maltepe,4,155,27,3,35000
 Gölbaşı , Taşpınar,4,90,0,3,26000
 Çankaya , Oğuzlar,2,65,28,2,29500
 Çankaya , Büyükesat,2,70,0,-2,21000
 Çankaya , Alacaatlı,4,176,5,6,40000
 Sincan , Selçuklu,4,125,25,4,15000
 Keçiören , Aşağı Eğlence,4,110,30,-1,15500
 Çankaya , Beytepe,4,128,15,3,18500
 Keçiören , Kuşcağız,3,120,11,1,18000
 Altındağ , Karacaören,5,140,15,1,15000
 Mamak , Abidinpaşa,4,130,35,2,16000
 Altındağ , Aydınlıkevler,3,100,40,4,15500
 Pursaklar , Saray Fatih,4,135,19,1,14500
 Gölbaşı , Karşıyaka,4,135,0,1,40000
 Çankaya , Kavaklıdere,3,130,40,5,23500
 Etimesgut , Atayurt,4,140,5,0,14000
 Etimesgut , Ayyıldız,4,115,25,4,18000
 Çankaya , Akpınar,3,75,12,0,9500
 Çankaya , Ertuğrulgazi,3,75,35,1,14250
 Çankaya , Şehit Cengiz Karaca,5,165,31,3,29000
 Altındağ , Karapürçek,4,125,15,2,15000
 Sincan , Menderes,4,125,4,2,18250
 Altındağ , Örnek,3,90,30,1,12500
 Çankaya , İleri,2,80,35,0,13000
 Çankaya , Yukarı Bahçelievler,3,85,1,1,40000
 Etimesgut , Oğuzlar,4,125,11,5,18500
 Çankaya , İşçi Blokları,3,109,40,3,25000
 Mamak , Tuzluçayır,4,140,21,1,14000
 Çankaya , İşçi Blokları,2,55,30,1,35000
 Mamak , Bahçelerüstü,4,120,15,1,15500
 Çankaya , Bayraktar,3,95,40,1,18000
 Çankaya , Tınaztepe,4,120,40,2,30000
 Çankaya , Çamlıtepe,2,75,13,3,24000
 Çankaya , Emek,4,130,35,2,25000
 Mamak , General Zeki Doğan,4,115,15,0,17000
 Çankaya , Huzur,4,120,30,1,24000
 Çankaya , Topraklık,3,72,6,2,25000
 Yenimahalle , Ergenekon,4,105,35,2,18000
 Etimesgut , Yeşilova,5,194,2,2,43000
 Yenimahalle , Karşıyaka,4,140,25,3,19000
 Yenimahalle , Gazi,3,72,8,1,24500
 Pursaklar , Saray Fatih,4,110,18,1,14500
 Gölbaşı , Örencik,2,50,1,3,24500
 Etimesgut , Piyade,4,150,10,1,21000
 Çankaya , Umut,4,90,31,2,18500
 Yenimahalle , Beştepe,4,120,39,3,30500
 Mamak , Balkiraz,4,130,25,2,19000
 Altındağ , Hacettepe,4,145,9,3,25500
 Çankaya , Emek,4,95,50,1,17000
 Altındağ , Beşikkaya,4,120,6,3,15500
 Çankaya , Yukarı Bahçelievler,4,130,28,6,36000
 Keçiören , Yeşiltepe,4,110,15,3,18000
 Keçiören , Ayvalı,4,100,22,1,20000
 Çankaya , Metin Akkuş,4,120,28,1,22000
 Etimesgut , Piyade,4,120,21,6,16000
 Mamak , General Zeki Doğan,4,110,17,1,15000
 Çankaya , Ata,3,115,20,1,20000
 Gölbaşı , İncek,2,46,0,1,19750
 Gölbaşı , İncek,2,46,0,1,19750
 Sincan , Gazi Osmanpaşa,4,110,30,6,16500
 Mamak , Türközü,4,115,5,3,23000
 Keçiören , Ayvalı,4,125,15,3,25500
 Etimesgut , Yeni Bağlıca,4,150,5,6,32000
 Yenimahalle , Yeni Batı,4,150,30,2,25000
 Çankaya , Kavaklıdere,3,118,50,5,40000
 Çankaya , Mebusevleri,4,130,31,1,30000
 Mamak , General Zeki Doğan,4,120,18,2,17000
 Keçiören , Emrah,4,109,30,0,20000
 Mamak , Çağlayan,4,120,10,2,18000
 Çankaya , Naci Çakır,5,150,30,1,18000
 Yenimahalle , Beştepe,4,100,25,1,20000
 Keçiören , İncirli,4,110,29,1,16000
 Çankaya , Maltepe,4,125,30,0,22000
 Gölbaşı , Taşpınar,2,60,0,-1,19750
 Keçiören , Uyanış,4,135,25,3,16000
 Çankaya , Bahçelievler,4,110,45,3,28500
 Etimesgut , Şeyh Şamil,4,138,20,1,20000
 Altındağ , Aydınlıkevler,4,95,44,0,15500
 Keçiören , Yükseltepe,3,115,5,3,14999
 Keçiören , Aktepe,3,90,25,1,13500
 Çankaya , Yücetepe,3,95,60,0,16000
 Keçiören , Uyanış,3,80,11,1,17500
 Çankaya , Birlik,5,180,25,2,30000
 Çankaya , Fakülteler,4,120,44,5,25000
 Çankaya , Aziziye,4,120,40,1,37500
 Mamak , Kutlu,4,120,11,2,18000
 Etimesgut , Şeyh Şamil,4,98,26,0,22000
 Keçiören , İncirli,4,125,26,2,21000
 Polatlı , Şentepe,4,135,13,3,13000
 Mamak , Mehtap,4,100,30,1,13000
 Çankaya , Büyükesat,4,140,25,4,40000
 Mamak , Tuzluçayır,4,130,14,1,18000
 Mamak , Balkiraz,4,130,38,1,22000
 Keçiören , Emrah,4,118,24,2,17000
 Keçiören , Atapark,4,135,12,-2,23500
 Gölbaşı , İncek,2,45,0,1,14500
 Çankaya , İncesu,3,95,35,6,15000
 Polatlı , Gülveren,4,130,20,1,10000
 Sincan , Tandoğan,3,95,25,1,13000
 Polatlı , İstiklal,4,140,12,3,16000
 Polatlı , Gazi,3,110,0,1,25500
 Mamak , Şafaktepe,4,130,10,2,25000
 Keçiören , Esertepe,4,130,24,3,17900
 Yenimahalle , Demetevler,4,120,40,3,17500
 Gölbaşı , Taşpınar,2,45,1,1,22500
 Çankaya , Kavaklıdere,3,85,45,0,24000
 Çankaya , Yaşamkent,2,65,0,4,21000
 Polatlı , Şehitlik,4,140,10,2,18000
 Polatlı , Şentepe,5,150,0,5,18500
 Yenimahalle , Ergazi,4,130,21,3,25000
 Çankaya , Aziziye,2,50,7,1,35000
 Keçiören , Kavacık Subayevleri,3,85,35,0,13500
 Çankaya , Hilal,5,165,25,3,33000
 Çankaya , İşçi Blokları,4,130,22,6,36000
 Polatlı , İstiklal,2,70,1,3,13000
 Etimesgut , Elvan,4,135,18,1,20000
 Gölbaşı , Bahçelievler,4,115,16,1,20500
 Altındağ , Hacettepe,4,120,25,3,28000
 Sincan , Mustafa Kemal,3,105,8,3,15000
 Çankaya , İlkadım,4,120,30,1,26500
 Keçiören , İncirli,4,120,25,2,18000
 Mamak , Zirvekent,4,90,10,-1,10000
 Çankaya , Huzur,4,120,20,1,19500
 Sincan , Menderes,4,135,0,3,19500
 Keçiören , Aşağı Eğlence,4,100,25,3,25000
 Çankaya , Aziziye,4,140,26,1,37500
 Keçiören , Osmangazi,4,100,10,-2,13500
 Keçiören , Basınevleri,4,105,9,1,17500
 Sincan , Gazi Osmanpaşa,4,125,30,5,15000
 Etimesgut , Bağlıca,5,175,7,3,39000
 Keçiören , Atapark,4,125,7,2,17350
 Keçiören , Aşağı Eğlence,4,115,25,2,18500
 Polatlı , Şehitlik,5,167,2,3,23000
 Pursaklar , Yunus Emre,4,120,20,1,17500
 Keçiören , Atapark,5,180,5,2,29500
 Çankaya , Fakülteler,4,130,25,2,21000
 Yenimahalle , Esentepe,4,130,16,2,22000
 Etimesgut , Göksu,4,120,15,4,26000
 Sincan , Osmanlı,4,135,16,4,14500
 Keçiören , Ayvalı,4,125,16,3,18500
 Çubuk , Cumhuriyet,4,100,15,3,16000
 Sincan , Osmanlı,4,115,21,1,17000
 Yenimahalle , Ata,4,165,15,6,25000
 Çankaya , Fakülteler,4,110,35,5,25000
 Gölbaşı , İncek,2,50,0,1,22000
 Etimesgut , İstasyon,4,125,19,6,21000
 Yenimahalle , İnönü,2,56,0,8,40000
 Sincan , Ulubatlı Hasan,4,105,30,3,15000
 Altındağ , Yıldıztepe,4,110,30,2,13500
 Mamak , Demirlibahçe,4,110,32,2,18000
 Çankaya , Güzeltepe,5,170,28,3,35000
 Mamak , Ege,4,130,6,3,25000
 Yenimahalle , Çiğdemtepe,5,150,3,5,27000
 Yenimahalle , Çiğdemtepe,4,135,12,1,21000
 Keçiören , Gümüşdere,4,105,31,2,18000
 Yenimahalle , Anadolu,3,80,35,1,10000
 Sincan , Andiçen,4,140,5,6,21000
 Çubuk , Yıldırım Beyazıt,2,50,0,3,9500
 Keçiören , Kanuni,3,105,5,1,14000
