İlçe,Mahalle,Oda,Salon,m^2,Bina Yaşı,Kat,Fiyat
 Çankaya , Çamlıtepe Mah.,2,1,90,30,1,15500
 Çankaya , Harbiye Mah.,3,1,120,25,2,27400
 Çankaya , Akpınar Mah.,4,1,160,11,3,33000
 Etimesgut , Yeni Bağlıca Mah.,3,1,140,12,4,35000
 Çankaya , Harbiye Mah.,3,0,110,35,1,35500
 Gölbaşı , İncek Mah.,1,1,52,0,1,13500
 Keçiören , Karargahtepe Mah.,3,1,100,30,1,13500
 Sincan , Ahi Evran Mah.,3,1,140,20,3,15000
 Keçiören , 19 Mayıs Mah.,2,1,95,25,0,10000
 Mamak , Türközü Mah.,3,1,125,20,2,17500
 Keçiören , Aşağı Eğlence Mah.,3,1,120,35,1,17000
 Çankaya , Birlik Mah.,3,1,125,30,3,25000
 Çankaya , Beytepe Mah.,1,1,65,5,6,33000
 Çankaya , Fakülteler Mah.,3,1,115,30,1,22500
 Çankaya , Söğütözü Mah.,2,0,133,30,4,35500
 Mamak , Cengizhan Mah.,3,1,142,12,3,20000
 Çankaya , Kızılay Mah.,2,1,90,30,2,30000
 Sincan , Akşemsettin Mah.,2,1,95,25,2,15500
 Çankaya , Sokullu Mehmet Paşa Mah.,4,1,140,20,-1,19000
 Etimesgut , Eryaman Mah.,6,1,230,4,6,30500
 Keçiören , Ayvalı Mah.,2,1,125,20,1,36500
 Etimesgut , Ahi Mesut Mah.,4,1,175,6,3,38000
 Mamak , General Zeki Doğan Mah.,3,1,190,0,1,20000
 Keçiören , Aşağı Eğlence Mah.,3,1,120,46,2,28000
 Çankaya , İlkadım Mah.,5,1,300,20,6,37000
 Çankaya , Devlet Mah.,4,1,145,45,2,25000
 Çankaya , Ertuğrulgazi Mah.,3,1,110,30,1,18000
 Altındağ , Aydınlıkevler Mah.,3,1,140,25,-1,18000
 Sincan , Fevzi Çakmak Mah.,2,1,80,3,3,13500
 Çubuk , Yenice Mah.,1,1,55,0,0,11000
 Yenimahalle , Karşıyaka Mah.,4,1,180,2,2,32000
 Yenimahalle , Susuz Mah.,5,1,166,0,12,46000
 Mamak , General Zeki Doğan Mah.,3,1,120,19,2,17000
 Yenimahalle , Demetlale Mah.,2,1,100,35,4,30000
 Mamak , Diriliş Mah.,2,1,95,2,5,8000
 Gölbaşı , Örencik Mah.,1,1,60,0,1,13000
 Çankaya , İşçi Blokları Mah.,2,1,90,35,5,20000
 Keçiören , Aşağı Eğlence Mah.,3,1,100,27,1,15000
 Keçiören , Şenlik Mah.,3,1,115,35,1,18000
 Çankaya , Ayrancı Mah.,3,1,125,42,6,27000
 Çankaya , Birlik Mah.,3,1,130,25,1,30000
 Çankaya , Çamlıtepe Mah.,1,1,60,1,3,1700
 Çankaya , Ertuğrulgazi Mah.,2,1,90,45,2,14000
 Mamak , Fahri Korutürk Mah.,3,1,110,6,3,10000
 Sincan , Fatih Mah.,2,1,75,28,3,12500
 Mamak , Kartaltepe Mah.,3,1,115,15,-1,13000
 Keçiören , Yayla Mah.,3,1,145,16,1,15500
 Çankaya , Birlik Mah.,3,1,150,19,2,30000
 Çankaya , Mürsel Uluç Mah.,3,1,115,16,1,19000
 Çankaya , Çukurambar Mah.,3,1,125,24,1,32000
 Mamak , Durali Alıç Mah.,4,1,150,12,15,30000
 Sincan , Alcı Mah.,3,1,145,3,3,10000
 Keçiören , Pınarbaşı Mah.,3,1,130,20,3,20000
 Yenimahalle , Gazi Mah.,3,1,95,35,2,27000
 Çankaya , İlkadım Mah.,3,1,115,25,-1,15500
 Çankaya , Ata Mah.,3,1,145,17,-1,30000
 Çankaya , Huzur Mah.,3,1,110,20,-2,16000
 Keçiören , Kalaba Mah.,3,1,120,30,3,16000
 Çankaya , Kavaklıdere Mah.,2,1,85,50,1,25000
 Yenimahalle , Demetgül Mah.,3,1,115,45,4,23000
 Sincan , Pınarbaşı Mah.,3,1,120,20,3,16000
 Çankaya , Emek Mah.,2,1,90,5,-1,24500
 Çankaya , Oğuzlar Mah.,1,1,40,3,1,25000
 Keçiören , Aşağı Eğlence Mah.,3,1,110,40,2,15000
 Çankaya , Aşıkpaşa Mah.,3,1,110,15,2,25000
 Çankaya , Kızılay Mah.,1,0,35,2,2,22500
 Çankaya , Nasuh Akar Mah.,3,1,130,25,2,25000
 Etimesgut , Topçu Mah.,3,1,140,17,3,19000
 Keçiören , Ayvalı Mah.,2,1,120,15,3,36000
 Yenimahalle , Varlık Mah.,2,1,100,25,-1,21000
 Çankaya , Kültür Mah.,3,1,90,35,4,23000
 Çankaya , Büyükesat Mah.,2,1,90,1,3,34000
 Altındağ , Aydınlıkevler Mah.,4,1,155,40,6,25000
 Çankaya , Ertuğrulgazi Mah.,3,1,115,20,1,21000
 Yenimahalle , Esentepe Mah.,3,1,125,25,1,18000
 Gölbaşı , Şafak Mah.,3,1,120,5,3,25000
 Etimesgut , Atayurt Mah.,3,1,137,12,3,14000
 Altındağ , Zübeyde Hanım Mah.,1,3,120,27,2,22000
 Çankaya , Ayrancı Mah.,3,1,120,45,4,23000
 Çankaya , Çamlıtepe Mah.,2,1,90,24,0,19500
 Çankaya , Güvenevler Mah.,1,1,75,0,0,35000
 Etimesgut , 30 Ağustos Mah.,3,1,130,11,1,17000
 Gölbaşı , Karşıyaka Mah.,3,1,130,11,2,25000
 Çankaya , Çamlıtepe Mah.,3,1,110,30,3,25000
 Çankaya , Mürsel Uluç Mah.,3,1,115,20,2,20000
 Altındağ , Aydınlıkevler Mah.,3,0,104,35,2,15000
 Çankaya , Bahçelievler Mah.,3,1,130,25,3,38000
 Çankaya , Yaşamkent Mah.,1,1,60,1,2,19000
 Altındağ , Aydınlıkevler Mah.,2,1,75,7,0,28000
 Keçiören , Şenlik Mah.,3,1,115,30,3,16000
 Çankaya , Kültür Mah.,3,1,120,42,2,20000
 Çankaya , İleri Mah.,1,1,75,40,-2,12000
 Keçiören , Kalaba Mah.,3,1,110,35,-1,12500
 Çankaya , Emek Mah.,1,1,65,2,0,28000
 Çankaya , Ata Mah.,3,1,140,18,-1,34000
 Çankaya , Ata Mah.,3,1,115,30,1,25000
 Çankaya , Yıldızevler Mah.,3,1,160,26,7,40000
 Sincan , Gazi Osmanpaşa Mah.,3,1,110,16,5,16500
 Çankaya , Mürsel Uluç Mah.,2,1,85,4,4,24000
 Yenimahalle , Demetlale Mah.,3,1,125,26,5,15500
 Keçiören , Ayvalı Mah.,3,1,125,25,3,19000
 Keçiören , Yükseltepe Mah.,3,1,135,10,1,18000
 Mamak , Şahintepe Mah.,2,1,65,18,-1,14000
 Keçiören , Esertepe Mah.,3,2,200,20,4,25500
 Çankaya , Muhsin Ertuğrul Mah.,3,1,170,50,4,20000
 Keçiören , İncirli Mah.,2,1,75,28,1,15000
 Yenimahalle , Burç Mah.,2,1,80,5,-1,18000
 Polatlı , Şehitlik Mah.,4,1,200,123,9,20000
 Altındağ , Aydınlıkevler Mah.,3,1,125,5,2,27000
 Keçiören , Karargahtepe Mah.,2,1,80,25,0,15000
 Etimesgut , İstasyon Mah.,2,1,98,10,-1,16000
 Yenimahalle , Tepealtı Mah.,3,1,160,14,1,25000
 Çankaya , Yıldızevler Mah.,3,1,150,30,3,35000
 Çubuk , Esenboğa Merkez Mah.,2,1,70,1,6,13500
 Çankaya , İncesu Mah.,3,1,115,30,2,25000
 Çankaya , Çukurambar Mah.,3,1,130,24,6,36000
 Çankaya , Bahçelievler Mah.,1,1,50,0,0,32000
 Mamak , Balkiraz Mah.,3,1,110,45,1,17000
 Çankaya , Gökkuşağı Mah.,3,1,130,19,1,26000
 Yenimahalle , Demetlale Mah.,3,1,135,39,4,2450000
 Çankaya , Huzur Mah.,3,1,120,15,1,19500
 Keçiören , Tepebaşı Mah.,3,1,120,30,1,15000
 Çankaya , Ayrancı Mah.,2,1,100,40,-1,20000
 Etimesgut , Topçu Mah.,1,1,80,15,1,18000
 Çankaya , Bahçelievler Mah.,3,1,135,35,1,29000
 Keçiören , Yayla Mah.,4,1,200,0,10,50000
 Keçiören , Yayla Mah.,4,1,200,0,10,50000
 Etimesgut , Şeyh Şamil Mah.,2,1,100,30,3,25000
 Çankaya , Kavaklıdere Mah.,3,1,120,33,5,25000
 Mamak , Abidinpaşa Mah.,3,1,85,50,2,14000
 Etimesgut , Oğuzlar Mah.,3,1,110,23,0,15000
 Çankaya , Oğuzlar Mah.,3,1,115,27,1,30000
 Keçiören , Kuşcağız Mah.,3,1,125,25,0,15000
 Yenimahalle , Beştepe Mah.,2,1,90,35,0,25500
 Keçiören , Şenlik Mah.,3,1,120,30,3,15000
 Altındağ , Battalgazi Mah.,3,1,130,16,0,16000
 Çankaya , Kavaklıdere Mah.,3,1,125,45,4,20500
 Polatlı , Zafer Mah.,3,1,125,17,3,10000
 Etimesgut , Topçu Mah.,3,1,125,13,1,20000
 Çankaya , Osman Temiz Mah.,3,1,110,25,1,25000
 Keçiören , Esertepe Mah.,3,1,110,25,0,14500
 Etimesgut , Göksu Mah.,3,1,125,16,12,27000
 Çankaya , Çamlıtepe Mah.,2,1,95,40,2,20000
 Etimesgut , Ahi Mesut Mah.,4,1,161,9,1,27000
 Çankaya , Yukarı Bahçelievler Mah.,2,1,80,0,0,30000
 Sincan , Akşemsettin Mah.,2,1,90,5,1,18500
 Çankaya , Harbiye Mah.,2,1,120,30,1,19000
 Çankaya , Esatoğlu Mah.,3,1,140,27,3,30000
 Mamak , Mutlu Mah.,3,1,130,6,1,15000
 Keçiören , Yükseltepe Mah.,2,1,95,8,-1,15500
 Keçiören , Ayvalı Mah.,3,1,120,14,1,20000
 Çankaya , Ertuğrulgazi Mah.,3,1,120,35,3,18000
 Altındağ , Aydınlıkevler Mah.,2,1,80,21,3,16000
 Yenimahalle , Kardelen Mah.,3,1,145,16,3,37000
 Çankaya , Ayrancı Mah.,3,1,155,55,1,30000
 Keçiören , Etlik Mah.,3,1,135,35,3,16000
 Yenimahalle , Demetgül Mah.,3,1,135,25,4,25000
 Keçiören , Etlik Mah.,3,1,120,32,6,20000
 Keçiören , Şenlik Mah.,3,1,125,40,1,15500
 Çankaya , Kırkkonaklar Mah.,2,1,85,1,1,15400
 Altındağ , Aydınlıkevler Mah.,3,1,110,31,1,18000
 Çankaya , Yücetepe Mah.,2,1,93,58,1,17000
 Keçiören , Ovacık Mah.,4,1,197,1,3,39000
 Yenimahalle , Varlık Mah.,1,1,80,40,1,14000
 Mamak , Fahri Korutürk Mah.,3,1,130,12,1,16500
 Etimesgut , Piyade Mah.,3,1,110,18,2,16500
 Mamak , Bahçeleriçi Mah.,3,1,115,15,2,18000
 Etimesgut , Eryaman Mah.,1,1,56,17,2,19000
 Mamak , Fahri Korutürk Mah.,3,1,120,11,2,17000
 Sincan , Yeniçimşit Mah.,1,1,60,0,3,15000
 Keçiören , İncirli Mah.,3,1,135,14,0,14000
 Çankaya , Aşıkpaşa Mah.,3,1,130,15,1,23500
 Çankaya , Emek Mah.,2,1,85,30,2,25500
 Gölbaşı , İncek Mah.,1,1,55,2,1,20000
 Yenimahalle , Gazi Mah.,2,1,80,30,0,18000
 Çankaya , Emek Mah.,3,1,90,40,0,25000
 Altındağ , Hacettepe Mah.,3,1,130,15,2,23000
 Yenimahalle , Demetgül Mah.,3,1,110,14,-1,14000
 Çankaya , Birlik Mah.,1,1,85,10,2,20000
 Sincan , Andiçen Mah.,3,1,130,20,4,21500
 Etimesgut , Topçu Mah.,3,1,145,12,1,15000
 Çankaya , Nasuh Akar Mah.,3,1,140,25,1,25500
 Çankaya , Büyükesat Mah.,2,1,90,1,3,35000
 Yenimahalle , Yeni Batı Mah.,4,1,185,10,1,40000
 Çankaya , Oğuzlar Mah.,1,1,40,3,1,25000
 Çankaya , Kızılay Mah.,1,0,35,2,1,35000
 Altındağ , Gültepe Mah.,3,1,115,10,4,13000
 Yenimahalle , Demetevler Mah.,3,1,120,7,3,26000
 Mamak , Yeşilbayır Mah.,3,1,120,16,3,15000
 Çankaya , Aşıkpaşa Mah.,2,1,80,17,1,19000
 Keçiören , Bademlik Mah.,2,1,100,20,1,14000
 Pursaklar , Fatih Mah.,3,1,130,15,3,21000
 Yenimahalle , Ergazi Mah.,3,1,130,24,3,20000
 Keçiören , Ayvalı Mah.,3,1,135,30,3,23000
 Çankaya , Aziziye Mah.,3,1,120,35,2,27000
 Yenimahalle , Pamuklar Mah.,3,1,120,16,2,17500
 Yenimahalle , Yeni Batı Mah.,2,1,105,9,12,30000
 Yenimahalle , Yeni Batı Mah.,2,1,105,9,12,30000
 Mamak , Türközü Mah.,3,1,120,5,1,28000
 Çankaya , 100. Yıl Mah.,2,1,70,0,1,40000
 Keçiören , Şehit Kubilay Mah.,2,1,115,45,1,42000
 Çankaya , İlkadım Mah.,2,1,100,25,-1,27000
 Sincan , Mustafa Kemal Mah.,3,1,140,8,3,21000
 Keçiören , Ovacık Mah.,4,1,140,5,7,38000
 Çankaya , Yaşamkent Mah.,4,1,216,4,21,75000
 Çankaya , Yaşamkent Mah.,4,1,180,15,9,47000
 Çankaya , Naci Çakır Mah.,3,1,170,28,1,22000
 Çankaya , Keklik Pınarı Mah.,3,1,135,0,6,47500
 Gölbaşı , Taşpınar Mah.,3,1,125,0,3,29000
 Etimesgut , Tunahan Mah.,3,1,119,22,4,26000
 Çankaya , Birlik Mah.,6,1,280,15,6,45000
 Yenimahalle , Emniyet Mah.,1,1,101,1,9,30000
 Mamak , Fahri Korutürk Mah.,3,1,130,3,1,16500
 Gölbaşı , Örencik Mah.,2,1,90,1,3,21000
 Çankaya , İlkadım Mah.,3,1,130,30,1,30000
 Keçiören , Yeşiltepe Mah.,3,1,135,18,1,15000
 Çankaya , Çankaya Mah.,4,1,180,31,1,34000
 Çankaya , İşçi Blokları Mah.,3,1,100,33,4,25500
 Altındağ , Yıldıztepe Mah.,3,1,145,10,2,23500
 Çankaya , İncesu Mah.,3,1,110,0,5,30000
 Mamak , Cengizhan Mah.,2,1,100,0,1,17000
 Yenimahalle , Özevler Mah.,1,1,60,8,0,17000
 Çankaya , Çankaya Mah.,2,1,85,30,0,22000
 Keçiören , Yayla Mah.,3,1,130,8,4,25000
 Sincan , Osmanlı Mah.,3,1,120,21,1,15500
 Sincan , Atatürk Mah.,3,1,130,21,2,15500
 Çankaya , Huzur Mah.,2,1,95,5,2,26000
 Çankaya , Büyükesat Mah.,2,1,110,25,-2,28000
 Yenimahalle , Tepealtı Mah.,3,1,130,30,3,27500
 Keçiören , Şenlik Mah.,3,1,100,30,3,15500
 Pursaklar , Tevfik İleri Mah.,4,1,175,15,5,25000
 Sincan , Çoğlu Mah.,4,1,169,4,4,25000
 Keçiören , Ovacık Mah.,4,1,190,0,4,38000
 Mamak , Diriliş Mah.,3,1,128,4,2,20000
 Mamak , Saimekadın Mah.,3,1,135,25,2,18000
 Çankaya , Akpınar Mah.,2,1,95,10,1,17000
 Keçiören , Adnan Menderes Mah.,4,1,245,3,12,40000
 Keçiören , Ufuktepe Mah.,3,1,130,15,6,18000
 Keçiören , Kavacık Subayevleri Mah.,3,1,120,25,0,12500
 Keçiören , Atapark Mah.,3,1,150,7,3,21000
 Çankaya , Alacaatlı Mah.,4,1,210,17,2,52000
 Keçiören , Ayvalı Mah.,3,1,115,25,6,22500
 Yenimahalle , Demetlale Mah.,3,1,110,25,1,13400
 Etimesgut , Bağlıca Mah.,2,1,100,0,3,29500
 Keçiören , Etlik Mah.,5,1,200,15,3,30000
 Sincan , Andiçen Mah.,3,1,115,23,-1,12500
 Yenimahalle , Yuvaköy Mah.,4,1,190,0,6,42500
 Etimesgut , Ayyıldız Mah.,3,1,160,10,3,29000
 Çankaya , Namık Kemal Mah.,2,1,100,0,6,65000
 Keçiören , Basınevleri Mah.,3,1,140,6,5,25000
 Yenimahalle , Kentkoop Mah.,3,1,125,26,6,25000
 Yenimahalle , Güzelyaka Mah.,6,1,380,10,12,32500
 Çankaya , Mustafa Kemal Mah.,3,1,184,5,8,72000
 Çankaya , Şehit Cevdet Özdemir Mah.,3,1,120,25,1,23000
 Çankaya , Bağcılar Mah.,3,1,130,5,6,25000
 Pursaklar , Merkez Mah.,3,1,120,16,1,16000
 Çankaya , Güvenevler Mah.,3,1,145,35,4,30000
 Mamak , Gülveren Mah.,3,1,100,3,2,20000
 Yenimahalle , Ergazi Mah.,3,1,115,30,6,21000
 Yenimahalle , Demetevler Mah.,3,1,125,25,6,28000
 Etimesgut , Süvari Mah.,3,1,140,15,3,19000
 Keçiören , Yayla Mah.,3,1,130,8,3,25000
 Pursaklar , Fatih Mah.,3,1,130,15,3,18500
 Altındağ , Gültepe Mah.,3,1,160,12,2,20000
 Gölbaşı , Karşıyaka Mah.,8,2,450,5,0,210000
 Çankaya , İlkbahar Mah.,3,1,157,0,14,59000
 Mamak , Kutlu Mah.,5,1,250,15,6,25000
 Mamak , Kutlu Mah.,5,1,250,15,6,25000
 Sincan , Mustafa Kemal Mah.,3,1,128,25,4,15000
 Çankaya , Bademlidere Mah.,4,1,399,2,21,59000
 Çankaya , Oğuzlar Mah.,3,3,128,20,3,25000
 Yenimahalle , Kardelen Mah.,3,1,110,26,4,22000
 Yenimahalle , Uğur Mumcu Mah.,2,1,95,35,2,21000
 Çankaya , Emek Mah.,4,1,160,50,2,37500
 Etimesgut , Tunahan Mah.,3,1,129,12,4,25900
 Çubuk , Yıldırım Beyazıt Mah.,3,1,135,10,6,15500
 Keçiören , Atapark Mah.,4,1,230,4,3,55000
 Çubuk , Esenboğa Merkez Mah.,2,1,85,2,6,20000
 Çankaya , Çukurambar Mah.,4,1,170,16,3,44000
 Çankaya , Birlik Mah.,3,1,140,30,6,32000
 Altındağ , Feridun Çelik Mah.,3,1,165,1,4,18000
 Çankaya , Çukurambar Mah.,1,1,55,0,10,47500
 Çankaya , Cebeci Mah.,3,1,110,45,3,20000
 Keçiören , Etlik Mah.,3,1,125,16,-2,16000
 Çankaya , Tınaztepe Mah.,2,1,65,29,0,20000
 Keçiören , Kamil Ocak Mah.,3,1,115,25,2,25000
 Keçiören , Bademlik Mah.,2,1,100,18,0,12500
 Yenimahalle , İnönü Mah.,3,1,120,30,2,23500
 Yenimahalle , Ergazi Mah.,3,1,135,25,3,25000
 Etimesgut , Fatih Sultan Mah.,4,1,180,20,2,31000
 Yenimahalle , Yukarı Yahyalar Mah.,4,1,150,7,3,30000
 Çubuk , Cumhuriyet Mah.,1,1,55,1,6,10500
 Mamak , Hürel Mah.,3,1,110,12,1,18000
 Etimesgut , Göksu Mah.,4,1,201,0,3,35000
 Yenimahalle , Ergenekon Mah.,2,1,90,11,1,16750
 Etimesgut , Piyade Mah.,2,1,95,16,3,16500
 Keçiören , Karakaya Mah.,3,1,135,8,2,20000
 Keçiören , Ufuktepe Mah.,3,1,140,15,1,20000
 Keçiören , Karargahtepe Mah.,3,1,135,26,1,25500
 Çankaya , İşçi Blokları Mah.,1,1,65,16,5,25000
 Keçiören , Basınevleri Mah.,3,1,130,25,6,24000
 Mamak , Çağlayan Mah.,3,1,130,8,1,17500
 Sincan , Menderes Mah.,3,1,140,0,4,25000
 Sincan , Mustafa Kemal Mah.,3,1,138,0,1,19400
 Sincan , Mustafa Kemal Mah.,3,1,130,1,1,21000
 Etimesgut , Göksu Mah.,4,1,220,0,2,35000
 Yenimahalle , Kentkoop Mah.,3,1,120,20,3,25000
 Çankaya , Dumlupınar Mah.,3,1,130,30,4,32000
 Çankaya , İlkbahar Mah.,4,1,171,13,7,45000
 Etimesgut , Bağlıca Mah.,1,0,21,5,2,17500
 Çankaya , Mustafa Kemal Mah.,3,0,184,5,8,72000
 Altındağ , Karacaören Mah.,2,1,95,16,6,15000
 Mamak , Akdere Mah.,3,1,110,25,3,15000
 Çankaya , Kızılırmak Mah.,4,1,190,20,3,40000
 Yenimahalle , Emniyet Mah.,1,1,85,0,9,32000
 Etimesgut , Turkuaz Mah.,3,1,95,12,3,20000
 Mamak , Mutlu Mah.,5,1,180,10,3,25000
 Yenimahalle , Kardelen Mah.,3,1,130,25,4,21000
 Pursaklar , Merkez Mah.,3,1,140,15,3,18000
 Altındağ , Hacettepe Mah.,4,1,160,35,3,22000
 Çankaya , Cebeci Mah.,2,1,85,18,1,24500
 Sincan , Ulubatlı Hasan Mah.,3,1,115,16,6,18500
 Gölbaşı , Örencik Mah.,2,1,110,0,2,25000
 Altındağ , Güneşevler Mah.,3,1,120,35,3,15500
 Altındağ , Feridun Çelik Mah.,3,1,130,4,6,21000
 Etimesgut , Yeni Bağlıca Mah.,4,1,165,5,4,55000
 Yenimahalle , Yunus Emre Mah.,3,1,148,5,3,35000
 Altındağ , Güneşevler Mah.,4,1,135,10,1,20000
 Yenimahalle , Emniyet Mah.,2,1,80,40,1,22000
 Yenimahalle , Serhat Mah.,4,1,175,12,1,33000
 Çankaya , İlkbahar Mah.,3,1,135,30,2,30000
 Altındağ , Aydınlıkevler Mah.,3,1,120,40,6,11500
 Çankaya , İleri Mah.,1,1,80,28,0,20500
 Pursaklar , Saray Cumhuriyet Mah.,1,1,50,0,-1,13500
 Mamak , Altınevler Mah.,1,1,55,0,4,19500
 Etimesgut , Piyade Mah.,3,1,110,15,2,17000
 Sincan , Fevzi Çakmak Mah.,3,1,110,0,3,18000
 Sincan , 29 Ekim Mah.,3,1,115,16,1,14500
 Çankaya , Gaziosmanpaşa Mah.,3,1,130,31,2,32000
 Keçiören , Yükseltepe Mah.,3,1,135,5,1,20000
 Altındağ , Beşikkaya Mah.,4,1,240,4,1,19000
 Keçiören , Uyanış Mah.,3,1,95,17,-1,10500
 Çankaya , Kırkkonaklar Mah.,1,1,65,6,1,18000
 Çankaya , Şehit Cevdet Özdemir Mah.,3,1,125,15,1,25000
 Gölbaşı , Bahçelievler Mah.,1,1,60,0,3,27000
 Çankaya , Şehit Cevdet Özdemir Mah.,3,1,105,26,0,18500
 Mamak , Cengizhan Mah.,3,1,145,5,7,20250
 Mamak , Balkiraz Mah.,2,1,170,2,3,25000
 Çankaya , Bahçelievler Mah.,3,1,133,0,1,48000
 Çankaya , Aşağı Öveçler Mah.,3,1,135,17,3,30000
 Çankaya , Ertuğrulgazi Mah.,3,1,110,33,-2,16000
 Mamak , Mutlu Mah.,3,1,135,3,9,23999
 Keçiören , Ovacık Mah.,4,1,220,0,4,40000
 Yenimahalle , Güzelyaka Mah.,4,1,160,0,2,32000
 Keçiören , Etlik Mah.,3,1,118,34,1,17500
 Çankaya , Dodurga Mah.,4,1,430,0,1,65000
 Etimesgut , Kazım Karabekir Mah.,3,1,140,20,4,14200
 Çankaya , Huzur Mah.,3,1,135,24,2,22750
 Yenimahalle , Turgut Özal Mah.,4,1,185,6,7,32500
 Çankaya , Yukarı Öveçler Mah.,3,1,170,20,8,40000
 Çankaya , Aziziye Mah.,3,1,170,11,3,50000
 Çankaya , Çamlıtepe Mah.,3,1,120,36,3,20000
 Yenimahalle , Güventepe Mah.,3,1,200,18,3,20000
 Yenimahalle , Esentepe Mah.,1,1,60,20,0,20000
 Çankaya , Beytepe Mah.,5,1,350,5,21,265000
 Etimesgut , Yeşilova Mah.,2,1,95,0,3,26000
 Çankaya , Birlik Mah.,3,1,155,21,1,28000
 Gölbaşı , Eymir Mah.,3,1,132,11,1,22000
 Çankaya , Kültür Mah.,3,1,140,30,3,28000
 Çankaya , Büyükesat Mah.,5,1,200,35,3,42000
 Çankaya , Mutlukent Mah.,5,1,500,11,10,200000
 Sincan , Andiçen Mah.,2,1,75,1,2,16500
 Çankaya , Küçükesat Mah.,3,1,125,35,1,25000
 Çankaya , Umut Mah.,3,1,110,40,6,19000
 Çankaya , Birlik Mah.,3,1,160,30,1,33000
 Etimesgut , Bağlıca Mah.,4,1,160,6,4,40000
 Çankaya , İlkbahar Mah.,2,1,127,5,4,35000
 Çankaya , Emek Mah.,2,1,90,40,-1,20000
 Çankaya , Ümit Mah.,3,1,140,17,1,40000
 Çankaya , Maltepe Mah.,3,1,125,45,4,23000
 Etimesgut , Atayurt Mah.,3,1,118,11,7,13000
 Etimesgut , Bağlıca Mah.,2,1,80,0,2,27000
 Sincan , Alcı Mah.,3,1,145,3,11,10000
 Çankaya , Murat Mah.,3,1,110,30,2,26000
 Yenimahalle , Varlık Mah.,1,1,68,40,3,13000
 Çankaya , Emek Mah.,1,1,100,35,3,17500
 Çankaya , Öveçler Mah.,3,1,130,20,1,18000
 Çankaya , Emek Mah.,3,1,130,36,3,32000
 Çankaya , İşçi Blokları Mah.,4,1,185,22,2,42000
 Yenimahalle , Yeni Batı Mah.,2,1,145,10,0,40000
 Çankaya , Bahçelievler Mah.,2,1,120,35,3,28000
 Çankaya , Dodurga Mah.,2,1,110,10,14,61000
 Çankaya , Yaşamkent Mah.,4,1,225,5,6,47500
 Çankaya , Ümit Mah.,3,1,160,26,11,40000
 Çankaya , Mürsel Uluç Mah.,4,1,175,22,3,24000
 Gölbaşı , Taşpınar Mah.,6,1,220,0,4,35000
 Çankaya , Fidanlık Mah.,3,1,105,35,4,28000
 Gölbaşı , Kızılcaşar Mah.,1,0,30,0,0,20000
 Yenimahalle , Demetgül Mah.,3,1,130,30,10,20000
 Sincan , Selçuklu Mah.,3,1,115,16,1,15500
 Sincan , İstasyon Mah.,3,1,150,8,6,23000
 Çankaya , Kocatepe Mah.,3,1,135,20,3,30000
 Keçiören , Basınevleri Mah.,3,1,115,25,1,14500
 Mamak , Aşık Veysel Mah.,2,1,100,29,1,12000
 Çankaya , Harbiye Mah.,3,1,130,19,2,25000
 Çankaya , Güvenevler Mah.,2,1,95,40,3,27500
 Çankaya , Bahçelievler Mah.,1,1,50,0,2,32000
 Çankaya , Cevizlidere Mah.,3,1,140,20,1,27500
 Yenimahalle , Batı Sitesi Mah.,1,1,55,0,7,28500
 Etimesgut , Şehit Osman Avcı Mah.,2,1,90,30,2,19500
 Çankaya , Murat Mah.,2,1,85,40,0,23000
 Çankaya , Bayraktar Mah.,3,1,125,25,2,18000
 Çankaya , Kırkkonaklar Mah.,3,1,138,8,3,32000
 Polatlı , Şentepe Mah.,3,1,140,25,6,11000
 Etimesgut , Kazım Karabekir Mah.,3,1,120,15,6,16500
 Mamak , Peyami Safa Mah.,3,1,120,15,6,16500
 Çankaya , Balgat Mah.,2,1,82,36,0,22500
 Yenimahalle , Demetgül Mah.,3,1,125,15,3,20000
 Çankaya , Harbiye Mah.,3,1,100,30,2,30000
 Keçiören , Kavacık Subayevleri Mah.,2,1,100,25,6,17000
 Yenimahalle , Yeni Batı Mah.,2,1,88,0,10,32000
 Etimesgut , Kazım Karabekir Mah.,2,1,85,12,-1,14000
 Çankaya , Yukarı Bahçelievler Mah.,3,1,125,36,1,33000
 Çankaya , Nasuh Akar Mah.,3,1,165,25,3,35000
 Çankaya , Şehit Cevdet Özdemir Mah.,4,1,165,17,-1,26000
 Çankaya , Hilal Mah.,3,1,150,30,1,35000
 Mamak , Demirlibahçe Mah.,3,1,110,30,3,17500
 Çankaya , İncesu Mah.,2,1,70,35,0,13000
 Çankaya , Karapınar Mah.,3,1,145,20,1,25000
 Çankaya , Aşıkpaşa Mah.,2,1,90,20,2,24000
 Çankaya , 100. Yıl Mah.,2,1,85,45,1,23000
 Gölbaşı , Taşpınar Mah.,1,1,45,0,0,17900
 Çankaya , Kırkkonaklar Mah.,3,1,145,17,0,25000
 Etimesgut , Yeni Bağlıca Mah.,2,1,100,0,2,27500
 Keçiören , Aşağı Eğlence Mah.,3,1,130,45,3,18000
 Çankaya , Birlik Mah.,4,1,240,16,2,36000
 Çankaya , Aydınlar Mah.,3,1,110,28,1,18000
 Keçiören , Etlik Mah.,3,1,120,30,3,16000
 Sincan , Gazi Osmanpaşa Mah.,3,1,125,25,5,16000
 Çankaya , Bahçelievler Mah.,3,1,125,15,1,38000
